zip3,state_fips,state_name,state_abbv,omb_region_label,census_region_label
959,51,Virginia,VA,Region III,South:South Atlantic
332,13,Georgia,GA,Region IV,South:South Atlantic
838,06,California,CA,Region IX,West:Pacific
688,37,North Carolina,NC,Region IV,South:South Atlantic
839,48,Texas,TX,Region VI,South:West South Central
514,13,Georgia,GA,Region IV,South:South Atlantic
297,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
676,12,Florida,FL,Region IV,South:South Atlantic
875,37,North Carolina,NC,Region IV,South:South Atlantic
764,04,Arizona,AZ,Region IX,West:Mountain
149,13,Georgia,GA,Region IV,South:South Atlantic
174,53,Washington,WA,Region X,West:Pacific
944,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
603,39,Ohio,OH,Region V,Midwest:East North Central
706,48,Texas,TX,Region VI,South:West South Central
153,36,New York,NY,Region II,Northeast:Middle Atlantic
689,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
346,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
723,37,North Carolina,NC,Region IV,South:South Atlantic
181,48,Texas,TX,Region VI,South:West South Central
210,17,Illinois,IL,Region V,Midwest:East North Central
761,37,North Carolina,NC,Region IV,South:South Atlantic
326,53,Washington,WA,Region X,West:Pacific
424,13,Georgia,GA,Region IV,South:South Atlantic
785,51,Virginia,VA,Region III,South:South Atlantic
308,04,Arizona,AZ,Region IX,West:Mountain
576,22,Louisiana,LA,Region VI,South:West South Central
607,13,Georgia,GA,Region IV,South:South Atlantic
926,04,Arizona,AZ,Region IX,West:Mountain
538,26,Michigan,MI,Region V,Midwest:East North Central
223,17,Illinois,IL,Region V,Midwest:East North Central
863,04,Arizona,AZ,Region IX,West:Mountain
613,53,Washington,WA,Region X,West:Pacific
267,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
123,17,Illinois,IL,Region V,Midwest:East North Central
380,51,Virginia,VA,Region III,South:South Atlantic
547,48,Texas,TX,Region VI,South:West South Central
280,12,Florida,FL,Region IV,South:South Atlantic
201,53,Washington,WA,Region X,West:Pacific
232,04,Arizona,AZ,Region IX,West:Mountain
080,36,New York,NY,Region II,Northeast:Middle Atlantic
1417,06,California,CA,Region IX,West:Pacific
1735,51,Virginia,VA,Region III,South:South Atlantic
1101,04,Arizona,AZ,Region IX,West:Mountain
1358,39,Ohio,OH,Region V,Midwest:East North Central
1708,01,Alabama,AL,Region IV,South:East South Central
088,17,Illinois,IL,Region V,Midwest:East North Central
782,37,North Carolina,NC,Region IV,South:South Atlantic
437,48,Texas,TX,Region VI,South:West South Central
1409,47,Tennessee,TN,Region IV,South:East South Central
039,17,Illinois,IL,Region V,Midwest:East North Central
1072,12,Florida,FL,Region IV,South:South Atlantic
187,13,Georgia,GA,Region IV,South:South Atlantic
1073,48,Texas,TX,Region VI,South:West South Central
729,53,Washington,WA,Region X,West:Pacific
1380,06,California,CA,Region IX,West:Pacific
1584,47,Tennessee,TN,Region IV,South:East South Central
1267,22,Louisiana,LA,Region VI,South:West South Central
131,13,Georgia,GA,Region IV,South:South Atlantic
319,22,Louisiana,LA,Region VI,South:West South Central
018,36,New York,NY,Region II,Northeast:Middle Atlantic
1724,48,Texas,TX,Region VI,South:West South Central
1071,53,Washington,WA,Region X,West:Pacific
580,17,Illinois,IL,Region V,Midwest:East North Central
073,36,New York,NY,Region II,Northeast:Middle Atlantic
1680,22,Louisiana,LA,Region VI,South:West South Central
1290,51,Virginia,VA,Region III,South:South Atlantic
1728,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1149,22,Louisiana,LA,Region VI,South:West South Central
1658,01,Alabama,AL,Region IV,South:East South Central
1886,13,Georgia,GA,Region IV,South:South Atlantic
1556,51,Virginia,VA,Region III,South:South Atlantic
190,06,California,CA,Region IX,West:Pacific
1574,47,Tennessee,TN,Region IV,South:East South Central
408,26,Michigan,MI,Region V,Midwest:East North Central
1167,37,North Carolina,NC,Region IV,South:South Atlantic
1135,53,Washington,WA,Region X,West:Pacific
057,51,Virginia,VA,Region III,South:South Atlantic
1116,51,Virginia,VA,Region III,South:South Atlantic
373,04,Arizona,AZ,Region IX,West:Mountain
1068,06,California,CA,Region IX,West:Pacific
1416,36,New York,NY,Region II,Northeast:Middle Atlantic
632,51,Virginia,VA,Region III,South:South Atlantic
1538,39,Ohio,OH,Region V,Midwest:East North Central
217,36,New York,NY,Region II,Northeast:Middle Atlantic
1178,47,Tennessee,TN,Region IV,South:East South Central
1362,17,Illinois,IL,Region V,Midwest:East North Central
1648,48,Texas,TX,Region VI,South:West South Central
1293,26,Michigan,MI,Region V,Midwest:East North Central
1035,17,Illinois,IL,Region V,Midwest:East North Central
1208,48,Texas,TX,Region VI,South:West South Central
047,51,Virginia,VA,Region III,South:South Atlantic
1338,47,Tennessee,TN,Region IV,South:East South Central
1182,17,Illinois,IL,Region V,Midwest:East North Central
1298,12,Florida,FL,Region IV,South:South Atlantic
1688,47,Tennessee,TN,Region IV,South:East South Central
1437,04,Arizona,AZ,Region IX,West:Mountain
1926,26,Michigan,MI,Region V,Midwest:East North Central
1464,17,Illinois,IL,Region V,Midwest:East North Central
323,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
539,36,New York,NY,Region II,Northeast:Middle Atlantic
1903,06,California,CA,Region IX,West:Pacific
397,22,Louisiana,LA,Region VI,South:West South Central
1117,53,Washington,WA,Region X,West:Pacific
1907,48,Texas,TX,Region VI,South:West South Central
1015,12,Florida,FL,Region IV,South:South Atlantic
1566,39,Ohio,OH,Region V,Midwest:East North Central
660,06,California,CA,Region IX,West:Pacific
1965,12,Florida,FL,Region IV,South:South Atlantic
1098,37,North Carolina,NC,Region IV,South:South Atlantic
1650,48,Texas,TX,Region VI,South:West South Central
1647,51,Virginia,VA,Region III,South:South Atlantic
1554,17,Illinois,IL,Region V,Midwest:East North Central
076,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1370,22,Louisiana,LA,Region VI,South:West South Central
991,04,Arizona,AZ,Region IX,West:Mountain
1200,51,Virginia,VA,Region III,South:South Atlantic
888,01,Alabama,AL,Region IV,South:East South Central
050,06,California,CA,Region IX,West:Pacific
451,51,Virginia,VA,Region III,South:South Atlantic
369,47,Tennessee,TN,Region IV,South:East South Central
1989,37,North Carolina,NC,Region IV,South:South Atlantic
572,47,Tennessee,TN,Region IV,South:East South Central
770,22,Louisiana,LA,Region VI,South:West South Central
1910,47,Tennessee,TN,Region IV,South:East South Central
1845,04,Arizona,AZ,Region IX,West:Mountain
1783,01,Alabama,AL,Region IV,South:East South Central
1402,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
274,12,Florida,FL,Region IV,South:South Atlantic
896,13,Georgia,GA,Region IV,South:South Atlantic
468,37,North Carolina,NC,Region IV,South:South Atlantic
1265,51,Virginia,VA,Region III,South:South Atlantic
1726,53,Washington,WA,Region X,West:Pacific
1381,51,Virginia,VA,Region III,South:South Atlantic
077,06,California,CA,Region IX,West:Pacific
1781,06,California,CA,Region IX,West:Pacific
1084,26,Michigan,MI,Region V,Midwest:East North Central
1351,51,Virginia,VA,Region III,South:South Atlantic
1984,13,Georgia,GA,Region IV,South:South Atlantic
1662,53,Washington,WA,Region X,West:Pacific
1220,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1005,17,Illinois,IL,Region V,Midwest:East North Central
1504,17,Illinois,IL,Region V,Midwest:East North Central
109,01,Alabama,AL,Region IV,South:East South Central
1187,12,Florida,FL,Region IV,South:South Atlantic
1066,17,Illinois,IL,Region V,Midwest:East North Central
1727,36,New York,NY,Region II,Northeast:Middle Atlantic
1340,12,Florida,FL,Region IV,South:South Atlantic
236,47,Tennessee,TN,Region IV,South:East South Central
1029,17,Illinois,IL,Region V,Midwest:East North Central
1851,06,California,CA,Region IX,West:Pacific
1034,01,Alabama,AL,Region IV,South:East South Central
592,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1363,13,Georgia,GA,Region IV,South:South Atlantic
1563,51,Virginia,VA,Region III,South:South Atlantic
730,39,Ohio,OH,Region V,Midwest:East North Central
1736,17,Illinois,IL,Region V,Midwest:East North Central
1582,22,Louisiana,LA,Region VI,South:West South Central
1525,04,Arizona,AZ,Region IX,West:Mountain
892,22,Louisiana,LA,Region VI,South:West South Central
1203,51,Virginia,VA,Region III,South:South Atlantic
1853,04,Arizona,AZ,Region IX,West:Mountain
542,12,Florida,FL,Region IV,South:South Atlantic
1660,47,Tennessee,TN,Region IV,South:East South Central
1214,36,New York,NY,Region II,Northeast:Middle Atlantic
1369,51,Virginia,VA,Region III,South:South Atlantic
1945,04,Arizona,AZ,Region IX,West:Mountain
1237,01,Alabama,AL,Region IV,South:East South Central
1243,04,Arizona,AZ,Region IX,West:Mountain
1503,47,Tennessee,TN,Region IV,South:East South Central
1944,22,Louisiana,LA,Region VI,South:West South Central
1730,26,Michigan,MI,Region V,Midwest:East North Central
900,39,Ohio,OH,Region V,Midwest:East North Central
1861,26,Michigan,MI,Region V,Midwest:East North Central
1383,22,Louisiana,LA,Region VI,South:West South Central
1152,06,California,CA,Region IX,West:Pacific
777,01,Alabama,AL,Region IV,South:East South Central
973,48,Texas,TX,Region VI,South:West South Central
1769,01,Alabama,AL,Region IV,South:East South Central
115,01,Alabama,AL,Region IV,South:East South Central
1749,37,North Carolina,NC,Region IV,South:South Atlantic
1279,22,Louisiana,LA,Region VI,South:West South Central
940,06,California,CA,Region IX,West:Pacific
1308,26,Michigan,MI,Region V,Midwest:East North Central
1683,12,Florida,FL,Region IV,South:South Atlantic
1269,17,Illinois,IL,Region V,Midwest:East North Central
1814,17,Illinois,IL,Region V,Midwest:East North Central
610,04,Arizona,AZ,Region IX,West:Mountain
1356,48,Texas,TX,Region VI,South:West South Central
1458,12,Florida,FL,Region IV,South:South Atlantic
1678,37,North Carolina,NC,Region IV,South:South Atlantic
1990,37,North Carolina,NC,Region IV,South:South Atlantic
1227,22,Louisiana,LA,Region VI,South:West South Central
1839,22,Louisiana,LA,Region VI,South:West South Central
712,47,Tennessee,TN,Region IV,South:East South Central
1097,48,Texas,TX,Region VI,South:West South Central
1296,12,Florida,FL,Region IV,South:South Atlantic
1197,26,Michigan,MI,Region V,Midwest:East North Central
1776,22,Louisiana,LA,Region VI,South:West South Central
1399,12,Florida,FL,Region IV,South:South Atlantic
1993,39,Ohio,OH,Region V,Midwest:East North Central
113,37,North Carolina,NC,Region IV,South:South Atlantic
078,17,Illinois,IL,Region V,Midwest:East North Central
1413,01,Alabama,AL,Region IV,South:East South Central
1803,47,Tennessee,TN,Region IV,South:East South Central
1348,37,North Carolina,NC,Region IV,South:South Atlantic
1067,01,Alabama,AL,Region IV,South:East South Central
1291,47,Tennessee,TN,Region IV,South:East South Central
1685,22,Louisiana,LA,Region VI,South:West South Central
391,51,Virginia,VA,Region III,South:South Atlantic
1245,26,Michigan,MI,Region V,Midwest:East North Central
1642,06,California,CA,Region IX,West:Pacific
1500,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1547,39,Ohio,OH,Region V,Midwest:East North Central
1181,04,Arizona,AZ,Region IX,West:Mountain
605,06,California,CA,Region IX,West:Pacific
068,22,Louisiana,LA,Region VI,South:West South Central
763,48,Texas,TX,Region VI,South:West South Central
1401,36,New York,NY,Region II,Northeast:Middle Atlantic
1261,53,Washington,WA,Region X,West:Pacific
1079,12,Florida,FL,Region IV,South:South Atlantic
1787,17,Illinois,IL,Region V,Midwest:East North Central
1929,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1711,12,Florida,FL,Region IV,South:South Atlantic
1885,37,North Carolina,NC,Region IV,South:South Atlantic
1841,47,Tennessee,TN,Region IV,South:East South Central
1615,13,Georgia,GA,Region IV,South:South Atlantic
1620,37,North Carolina,NC,Region IV,South:South Atlantic
1062,17,Illinois,IL,Region V,Midwest:East North Central
1866,37,North Carolina,NC,Region IV,South:South Atlantic
1840,53,Washington,WA,Region X,West:Pacific
1614,06,California,CA,Region IX,West:Pacific
1160,37,North Carolina,NC,Region IV,South:South Atlantic
1313,01,Alabama,AL,Region IV,South:East South Central
1932,51,Virginia,VA,Region III,South:South Atlantic
1213,47,Tennessee,TN,Region IV,South:East South Central
516,26,Michigan,MI,Region V,Midwest:East North Central
1391,01,Alabama,AL,Region IV,South:East South Central
519,26,Michigan,MI,Region V,Midwest:East North Central
1407,01,Alabama,AL,Region IV,South:East South Central
1373,12,Florida,FL,Region IV,South:South Atlantic
1898,36,New York,NY,Region II,Northeast:Middle Atlantic
339,26,Michigan,MI,Region V,Midwest:East North Central
1616,48,Texas,TX,Region VI,South:West South Central
568,26,Michigan,MI,Region V,Midwest:East North Central
778,06,California,CA,Region IX,West:Pacific
1198,04,Arizona,AZ,Region IX,West:Mountain
1637,13,Georgia,GA,Region IV,South:South Atlantic
1893,39,Ohio,OH,Region V,Midwest:East North Central
467,53,Washington,WA,Region X,West:Pacific
1078,36,New York,NY,Region II,Northeast:Middle Atlantic
1262,22,Louisiana,LA,Region VI,South:West South Central
1309,13,Georgia,GA,Region IV,South:South Atlantic
1316,47,Tennessee,TN,Region IV,South:East South Central
1850,22,Louisiana,LA,Region VI,South:West South Central
1954,04,Arizona,AZ,Region IX,West:Mountain
1985,26,Michigan,MI,Region V,Midwest:East North Central
184,51,Virginia,VA,Region III,South:South Atlantic
540,37,North Carolina,NC,Region IV,South:South Atlantic
1184,13,Georgia,GA,Region IV,South:South Atlantic
1280,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1734,37,North Carolina,NC,Region IV,South:South Atlantic
1033,04,Arizona,AZ,Region IX,West:Mountain
1096,48,Texas,TX,Region VI,South:West South Central
1872,36,New York,NY,Region II,Northeast:Middle Atlantic
1832,01,Alabama,AL,Region IV,South:East South Central
699,26,Michigan,MI,Region V,Midwest:East North Central
081,37,North Carolina,NC,Region IV,South:South Atlantic
1379,37,North Carolina,NC,Region IV,South:South Atlantic
1361,26,Michigan,MI,Region V,Midwest:East North Central
1742,22,Louisiana,LA,Region VI,South:West South Central
1377,04,Arizona,AZ,Region IX,West:Mountain
982,26,Michigan,MI,Region V,Midwest:East North Central
1979,26,Michigan,MI,Region V,Midwest:East North Central
1865,47,Tennessee,TN,Region IV,South:East South Central
1895,37,North Carolina,NC,Region IV,South:South Atlantic
469,17,Illinois,IL,Region V,Midwest:East North Central
497,51,Virginia,VA,Region III,South:South Atlantic
1896,01,Alabama,AL,Region IV,South:East South Central
827,06,California,CA,Region IX,West:Pacific
1170,53,Washington,WA,Region X,West:Pacific
1923,06,California,CA,Region IX,West:Pacific
1026,22,Louisiana,LA,Region VI,South:West South Central
121,04,Arizona,AZ,Region IX,West:Mountain
1636,13,Georgia,GA,Region IV,South:South Atlantic
1119,22,Louisiana,LA,Region VI,South:West South Central
631,13,Georgia,GA,Region IV,South:South Atlantic
1221,06,California,CA,Region IX,West:Pacific
791,17,Illinois,IL,Region V,Midwest:East North Central
1019,22,Louisiana,LA,Region VI,South:West South Central
1794,26,Michigan,MI,Region V,Midwest:East North Central
844,06,California,CA,Region IX,West:Pacific
1259,48,Texas,TX,Region VI,South:West South Central
884,51,Virginia,VA,Region III,South:South Atlantic
1207,36,New York,NY,Region II,Northeast:Middle Atlantic
1253,17,Illinois,IL,Region V,Midwest:East North Central
1975,22,Louisiana,LA,Region VI,South:West South Central
1739,26,Michigan,MI,Region V,Midwest:East North Central
1450,48,Texas,TX,Region VI,South:West South Central
056,17,Illinois,IL,Region V,Midwest:East North Central
357,26,Michigan,MI,Region V,Midwest:East North Central
1716,36,New York,NY,Region II,Northeast:Middle Atlantic
010,36,New York,NY,Region II,Northeast:Middle Atlantic
1089,51,Virginia,VA,Region III,South:South Atlantic
1080,22,Louisiana,LA,Region VI,South:West South Central
1346,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1818,53,Washington,WA,Region X,West:Pacific
876,06,California,CA,Region IX,West:Pacific
1623,39,Ohio,OH,Region V,Midwest:East North Central
1449,47,Tennessee,TN,Region IV,South:East South Central
924,47,Tennessee,TN,Region IV,South:East South Central
582,17,Illinois,IL,Region V,Midwest:East North Central
176,53,Washington,WA,Region X,West:Pacific
1357,51,Virginia,VA,Region III,South:South Atlantic
1946,48,Texas,TX,Region VI,South:West South Central
1222,48,Texas,TX,Region VI,South:West South Central
1963,13,Georgia,GA,Region IV,South:South Atlantic
1268,53,Washington,WA,Region X,West:Pacific
1457,01,Alabama,AL,Region IV,South:East South Central
1573,47,Tennessee,TN,Region IV,South:East South Central
1297,48,Texas,TX,Region VI,South:West South Central
1733,06,California,CA,Region IX,West:Pacific
440,36,New York,NY,Region II,Northeast:Middle Atlantic
213,13,Georgia,GA,Region IV,South:South Atlantic
072,17,Illinois,IL,Region V,Midwest:East North Central
058,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1638,47,Tennessee,TN,Region IV,South:East South Central
015,51,Virginia,VA,Region III,South:South Atlantic
1174,36,New York,NY,Region II,Northeast:Middle Atlantic
1030,51,Virginia,VA,Region III,South:South Atlantic
955,36,New York,NY,Region II,Northeast:Middle Atlantic
1748,47,Tennessee,TN,Region IV,South:East South Central
003,53,Washington,WA,Region X,West:Pacific
1467,06,California,CA,Region IX,West:Pacific
377,37,North Carolina,NC,Region IV,South:South Atlantic
107,13,Georgia,GA,Region IV,South:South Atlantic
355,53,Washington,WA,Region X,West:Pacific
1524,22,Louisiana,LA,Region VI,South:West South Central
850,13,Georgia,GA,Region IV,South:South Atlantic
1729,22,Louisiana,LA,Region VI,South:West South Central
114,01,Alabama,AL,Region IV,South:East South Central
1427,01,Alabama,AL,Region IV,South:East South Central
1659,39,Ohio,OH,Region V,Midwest:East North Central
1242,53,Washington,WA,Region X,West:Pacific
1212,47,Tennessee,TN,Region IV,South:East South Central
1415,48,Texas,TX,Region VI,South:West South Central
1640,47,Tennessee,TN,Region IV,South:East South Central
021,39,Ohio,OH,Region V,Midwest:East North Central
1404,47,Tennessee,TN,Region IV,South:East South Central
1120,53,Washington,WA,Region X,West:Pacific
1912,36,New York,NY,Region II,Northeast:Middle Atlantic
1528,06,California,CA,Region IX,West:Pacific
1126,48,Texas,TX,Region VI,South:West South Central
228,04,Arizona,AZ,Region IX,West:Mountain
1542,12,Florida,FL,Region IV,South:South Atlantic
615,47,Tennessee,TN,Region IV,South:East South Central
1618,17,Illinois,IL,Region V,Midwest:East North Central
1905,22,Louisiana,LA,Region VI,South:West South Central
1028,48,Texas,TX,Region VI,South:West South Central
1829,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
494,39,Ohio,OH,Region V,Midwest:East North Central
1704,53,Washington,WA,Region X,West:Pacific
1038,39,Ohio,OH,Region V,Midwest:East North Central
035,04,Arizona,AZ,Region IX,West:Mountain
1233,47,Tennessee,TN,Region IV,South:East South Central
104,48,Texas,TX,Region VI,South:West South Central
1366,26,Michigan,MI,Region V,Midwest:East North Central
1717,26,Michigan,MI,Region V,Midwest:East North Central
1306,53,Washington,WA,Region X,West:Pacific
1036,04,Arizona,AZ,Region IX,West:Mountain
1047,39,Ohio,OH,Region V,Midwest:East North Central
549,01,Alabama,AL,Region IV,South:East South Central
1031,13,Georgia,GA,Region IV,South:South Atlantic
1367,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
979,51,Virginia,VA,Region III,South:South Atlantic
1924,13,Georgia,GA,Region IV,South:South Atlantic
1127,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1303,26,Michigan,MI,Region V,Midwest:East North Central
343,17,Illinois,IL,Region V,Midwest:East North Central
214,01,Alabama,AL,Region IV,South:East South Central
313,12,Florida,FL,Region IV,South:South Atlantic
1570,06,California,CA,Region IX,West:Pacific
246,47,Tennessee,TN,Region IV,South:East South Central
483,47,Tennessee,TN,Region IV,South:East South Central
1617,06,California,CA,Region IX,West:Pacific
074,22,Louisiana,LA,Region VI,South:West South Central
589,48,Texas,TX,Region VI,South:West South Central
1672,17,Illinois,IL,Region V,Midwest:East North Central
1714,48,Texas,TX,Region VI,South:West South Central
333,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1374,36,New York,NY,Region II,Northeast:Middle Atlantic
554,47,Tennessee,TN,Region IV,South:East South Central
438,36,New York,NY,Region II,Northeast:Middle Atlantic
648,48,Texas,TX,Region VI,South:West South Central
1440,06,California,CA,Region IX,West:Pacific
1469,12,Florida,FL,Region IV,South:South Atlantic
030,39,Ohio,OH,Region V,Midwest:East North Central
1088,13,Georgia,GA,Region IV,South:South Atlantic
070,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1753,22,Louisiana,LA,Region VI,South:West South Central
1777,47,Tennessee,TN,Region IV,South:East South Central
1676,36,New York,NY,Region II,Northeast:Middle Atlantic
1204,01,Alabama,AL,Region IV,South:East South Central
1914,17,Illinois,IL,Region V,Midwest:East North Central
1925,53,Washington,WA,Region X,West:Pacific
1983,01,Alabama,AL,Region IV,South:East South Central
1114,12,Florida,FL,Region IV,South:South Atlantic
551,06,California,CA,Region IX,West:Pacific
746,48,Texas,TX,Region VI,South:West South Central
064,48,Texas,TX,Region VI,South:West South Central
628,36,New York,NY,Region II,Northeast:Middle Atlantic
1075,48,Texas,TX,Region VI,South:West South Central
1689,17,Illinois,IL,Region V,Midwest:East North Central
034,17,Illinois,IL,Region V,Midwest:East North Central
861,39,Ohio,OH,Region V,Midwest:East North Central
1869,17,Illinois,IL,Region V,Midwest:East North Central
006,13,Georgia,GA,Region IV,South:South Atlantic
1580,22,Louisiana,LA,Region VI,South:West South Central
1041,53,Washington,WA,Region X,West:Pacific
098,17,Illinois,IL,Region V,Midwest:East North Central
652,12,Florida,FL,Region IV,South:South Atlantic
1145,51,Virginia,VA,Region III,South:South Atlantic
1161,22,Louisiana,LA,Region VI,South:West South Central
1515,17,Illinois,IL,Region V,Midwest:East North Central
1652,22,Louisiana,LA,Region VI,South:West South Central
1375,04,Arizona,AZ,Region IX,West:Mountain
1274,17,Illinois,IL,Region V,Midwest:East North Central
1277,22,Louisiana,LA,Region VI,South:West South Central
051,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1790,48,Texas,TX,Region VI,South:West South Central
1103,51,Virginia,VA,Region III,South:South Atlantic
1887,12,Florida,FL,Region IV,South:South Atlantic
473,17,Illinois,IL,Region V,Midwest:East North Central
1849,06,California,CA,Region IX,West:Pacific
452,36,New York,NY,Region II,Northeast:Middle Atlantic
1514,06,California,CA,Region IX,West:Pacific
1552,47,Tennessee,TN,Region IV,South:East South Central
776,12,Florida,FL,Region IV,South:South Atlantic
1611,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
138,06,California,CA,Region IX,West:Pacific
1312,37,North Carolina,NC,Region IV,South:South Atlantic
1151,01,Alabama,AL,Region IV,South:East South Central
1336,26,Michigan,MI,Region V,Midwest:East North Central
1105,53,Washington,WA,Region X,West:Pacific
379,53,Washington,WA,Region X,West:Pacific
360,12,Florida,FL,Region IV,South:South Atlantic
1473,01,Alabama,AL,Region IV,South:East South Central
026,04,Arizona,AZ,Region IX,West:Mountain
1740,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
1874,01,Alabama,AL,Region IV,South:East South Central
